Tweet Id,Tweet text,Company,timestamp,,,Text Blob,,Vader,,,,Clips pattern,
,,,GMT,EST,IST,polarity,subjectivity,neg,neu,pos,compound,polarity,subjectivity
1068679017572770000,rt : brandon stark | wild wolf | heir to the north | marvell RETWEET,marvell,01-12-2018 01:31,30-11-2018 20:31,01-12-2018 07:01,-0.05,0.5,0,1,0,0,-0.05,0.5
1069246579159300000,take that netflix daredevil mattmurdock charliecox manwithoutfear daredevilnetflix netflixdaredevil...,marvell,02-12-2018 15:07,02-12-2018 10:07,02-12-2018 20:37,0,0,0,0.842,0.158,0.128,0,0
1069645714727330000,knowing marvel i think the captainmarveltrailer will expand a bit on the teaser without giving away too much but...,marvell,03-12-2018 17:33,03-12-2018 12:33,03-12-2018 23:03,0.2,0.2,0.182,0.587,0.23,0.2649,0.2,0.2
1069663338580320000,interesting marvell,marvell,03-12-2018 18:43,03-12-2018 13:43,04-12-2018 00:13,0.5,0.5,0,0.27,0.73,0.4019,0.5,0.5
1069750687054090000,rt : >>  robb stark  marvell  mirrored literacy  ships w/ chem  of rt,marvell,04-12-2018 00:30,03-12-2018 19:30,04-12-2018 06:00,-0.2,0.6,0,1,0,0,-0.2,0.6
1069750990142860000,rt : >>  robb stark  marvell  mirrored literacy  ships w/ chem  of rt,marvell,04-12-2018 00:31,03-12-2018 19:31,04-12-2018 06:01,-0.2,0.6,0,1,0,0,-0.2,0.6
1069755158681280000,rt : >>  robb stark  marvell  mirrored literacy  ships w/ chem  of rt,marvell,04-12-2018 00:47,03-12-2018 19:47,04-12-2018 06:17,-0.2,0.6,0,1,0,0,-0.2,0.6
1069761322097740000,rt : brandon stark | wild wolf | heir to the north | marvell RETWEET,marvell,04-12-2018 01:12,03-12-2018 20:12,04-12-2018 06:42,-0.05,0.5,0,1,0,0,-0.05,0.5
1069761635190030000,rt : >>  robb stark  marvell  mirrored literacy  ships w/ chem  of rt,marvell,04-12-2018 01:13,03-12-2018 20:13,04-12-2018 06:43,-0.2,0.6,0,1,0,0,-0.2,0.6
1069776975882080000,rt : brandon stark | wild wolf | heir to the north | marvell RETWEET,marvell,04-12-2018 02:14,03-12-2018 21:14,04-12-2018 07:44,-0.05,0.5,0,1,0,0,-0.05,0.5
1069803809310870000,we bow down to 's captain marvel captainmarvel marvell marvel mcu caroldanvers brielarson judelaw...,marvell,04-12-2018 04:01,03-12-2018 23:01,04-12-2018 09:31,-0.155555556,0.288888889,0,0.682,0.318,0.6808,-0.155555556,0.288888889
