Tweet Id,Tweet text,Company,timestamp,,,Text Blob,,Vader,,,,Clips pattern,
,,,GMT,EST,IST,polarity,subjectivity,neg,neu,pos,compound,polarity,subjectivity
1069013255237100000,rt : watch spacex launch its biggest crop of satellites yet with a twice-used rocket spacex satellites htt...,spacex,01-12-2018 23:39,01-12-2018 18:39,02-12-2018 05:09,0,0,0,1,0,0,0,0
1069014013051310000,see where a hundred likes can get you? space special thanks to for the fantastic streetwear...,spacex,01-12-2018 23:42,01-12-2018 18:42,02-12-2018 05:12,0.319047619,0.557142857,0,0.478,0.522,0.9001,0.319047619,0.557142857
1069014411405220000,rt : i'll be at on tuesday for the falcon launch! hope to see you guys there! (video credit: space...,spacex,01-12-2018 23:44,01-12-2018 18:44,02-12-2018 05:14,0,0,0,0.736,0.264,0.7256,0,0
1069014447275070000,rt : falcon atop spacex's california launch pad at vandenberg today ahead of sunday's targeted launch of payloads for t...,spacex,01-12-2018 23:44,01-12-2018 18:44,02-12-2018 05:14,0,0,0,1,0,0,0,0
1069015794175020000,spacex is launching a piece of trevor paglen's art into orbit art,spacex,01-12-2018 23:50,01-12-2018 18:50,02-12-2018 05:20,0,0,0,1,0,0,0,0
1069016005760800000,rt : spacex is launching a piece of trevor paglen's art into orbit art,spacex,01-12-2018 23:50,01-12-2018 18:50,02-12-2018 05:20,0,0,0,1,0,0,0,0
1069016011087560000,rt : spacex is launching a piece of trevor paglen's art into orbit art,spacex,01-12-2018 23:50,01-12-2018 18:50,02-12-2018 05:20,0,0,0,1,0,0,0,0
1069016031585160000,rt : spacex is launching a piece of trevor paglen's art into orbit art,spacex,01-12-2018 23:50,01-12-2018 18:50,02-12-2018 05:20,0,0,0,1,0,0,0,0
1069016812258380000,rt : HANDSHAKEexciting! SMILING FACE WITH SMILING EYESSMILING FACE WITH HEART-SHAPED EYESROLLING ON THE FLOOR LAUGHING REGIONAL INDICATOR SYMBOL LETTER LREGIONAL INDICATOR SYMBOL LETTER T! lithuania CHART WITH UPWARDS TRENDCHART WITH DOWNWARDS TRENDon ms space w/ spx ndx indicies morganstanley spacex SHOOTING STARnasa...,spacex,01-12-2018 23:54,01-12-2018 18:54,02-12-2018 05:24,0,0,0,0.765,0.235,0.9183,0,0
1069018145107520000,rt : starman and tesla roadster in space buy a high-quality art print here: click through and get inspi...,spacex,01-12-2018 23:59,01-12-2018 18:59,02-12-2018 05:29,0,0,0,1,0,0,0,0
1069018944592240000,rt : wait for the double sonic boom! cause sound travels slower than light 's falcon landing spacex nasa i...,spacex,02-12-2018 00:02,01-12-2018 19:02,02-12-2018 05:32,0.266666667,0.366666667,0,1,0,0,0.266666667,0.366666667
1069019090067600000,name change alert! spacex's bfr is now just called starship - universetoday - prescientinfo america,spacex,02-12-2018 00:03,01-12-2018 19:03,02-12-2018 05:33,0,0,0,0.828,0.172,0.3595,0,0
1069021774858340000,more than small satellites are scheduled to launch from a spacex falcon rocket on sunday,spacex,02-12-2018 00:13,01-12-2018 19:13,02-12-2018 05:43,0.125,0.45,0,1,0,0,0.125,0.45
1069021826997800000,tomorrow's spacex launch will be a milestone for the rising private sector in orbit missions spaceexploration...,spacex,02-12-2018 00:13,01-12-2018 19:13,02-12-2018 05:43,0,0.375,0,1,0,0,0,0.375
1069022086600010000,i wish i had thought of this - elon musk spacex stopdrymarkeritis,spacex,02-12-2018 00:15,01-12-2018 19:15,02-12-2018 05:45,0,0,0,0.769,0.231,0.4019,0,0
1069023077898600000,rt : the first booster to launch times the first booster to launch from all launch pads but no one is mentioning that ...,spacex,02-12-2018 00:18,01-12-2018 19:18,02-12-2018 05:48,0.25,0.333333333,0.113,0.887,0,-0.4215,0.25,0.333333333
1069023338381610000,the next spacex launch may be : am in my timezone but i can extend my meme browsing just over an hour or two,spacex,02-12-2018 00:20,01-12-2018 19:20,02-12-2018 05:50,0,0,0,0.911,0.089,0.2617,0,0
1069023906760130000,rt : think about vision courage tenacity and achievements: elon was discouraged from starting a car company and even more a...,spacex,02-12-2018 00:22,01-12-2018 19:22,02-12-2018 05:52,0.25,0.3,0.113,0.669,0.218,0.3612,0.25,0.3
1069024101178720000,a mass ride-sharing launch will put cremated remains satellites and art into space,spacex,02-12-2018 00:23,01-12-2018 19:23,02-12-2018 05:53,0,0,0,1,0,0,0,0
1069026330124050000,rt : heading to lompoc along with just read the instructions nrc quest and tug pacific freedom incredible to imagine a thrice-flo...,spacex,02-12-2018 00:31,01-12-2018 19:31,02-12-2018 06:01,0.9,0.9,0,0.819,0.181,0.6369,0.9,0.9
1069027383041240000,rt : falcon atop spacex's california launch pad at vandenberg today ahead of sunday's targeted launch of payloads for t...,spacex,02-12-2018 00:36,01-12-2018 19:36,02-12-2018 06:06,0,0,0,1,0,0,0,0
1069029646971400000,rt : spacex is launching a piece of trevor paglen's art into orbit art,spacex,02-12-2018 00:45,01-12-2018 19:45,02-12-2018 06:15,0,0,0,1,0,0,0,0
1069032994080460000,the transformative power of safe open space - security sustainable -topics green urban urbannaxals spacex...,spacex,02-12-2018 00:58,01-12-2018 19:58,02-12-2018 06:28,0.075,0.325,0,0.694,0.306,0.6486,0.075,0.325
1069033424185360000,rt : the transformative power of safe open space - security sustainable -topics green urban urbannaxals spacex climate...,spacex,02-12-2018 01:00,01-12-2018 20:00,02-12-2018 06:30,0.075,0.325,0,0.725,0.275,0.6486,0.075,0.325
1069033434520190000,rt : the transformative power of safe open space - security sustainable -topics green urban urbannaxals spacex climate...,spacex,02-12-2018 01:00,01-12-2018 20:00,02-12-2018 06:30,0.075,0.325,0,0.725,0.275,0.6486,0.075,0.325
1069033582348230000,this thing has already flown in space landed back on earth twice and ready to go again in a very short t...,spacex,02-12-2018 01:00,01-12-2018 20:00,02-12-2018 06:30,0.066666667,0.296666667,0,0.889,0.111,0.3612,0.066666667,0.296666667
1069034939075540000,rt : REGIONAL INDICATOR SYMBOL LETTER GREGIONAL INDICATOR SYMBOL LETTER Bbeing bad has never looked so good! REGIONAL INDICATOR SYMBOL LETTER EREGIONAL INDICATOR SYMBOL LETTER S!ser malo nunca se ha visto tan bien! starcitizen spacex ...,spacex,02-12-2018 01:06,01-12-2018 20:06,02-12-2018 06:36,0.15,0.633333333,0.082,0.753,0.165,0.545,0.15,0.633333333
1069036202404260000,rt : REGIONAL INDICATOR SYMBOL LETTER GREGIONAL INDICATOR SYMBOL LETTER Bbeing bad has never looked so good! REGIONAL INDICATOR SYMBOL LETTER EREGIONAL INDICATOR SYMBOL LETTER S!ser malo nunca se ha visto tan bien! starcitizen spacex ...,spacex,02-12-2018 01:11,01-12-2018 20:11,02-12-2018 06:41,0.15,0.633333333,0.082,0.753,0.165,0.545,0.15,0.633333333
1069037620766870000,rt : check out this great video of 's upcoming experiment on ! we will use the microgravity environmen...,spacex,02-12-2018 01:16,01-12-2018 20:16,02-12-2018 06:46,1,0.75,0,0.756,0.244,0.7325,1,0.75
1069037829093650000,spacex will attempt to fly the same rocket for the third time sunday spacex,spacex,02-12-2018 01:17,01-12-2018 20:17,02-12-2018 06:47,0.266666667,0.341666667,0,1,0,0,0.266666667,0.341666667
1069038201342440000,ROCKETspacex fansROCKET don't forget (like you would!) that there's a launch at :ish et sunday! rd time's a char...,spacex,02-12-2018 01:19,01-12-2018 20:19,02-12-2018 06:49,0,0,0,0.877,0.123,0.3071,0,0
1069038403675660000,airports on mars for winged transport making runways would bring a lot of business for space spacex...,spacex,02-12-2018 01:19,01-12-2018 20:19,02-12-2018 06:49,0,0,0,1,0,0,0,0
1069039274928950000,this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET...,spacex,02-12-2018 01:23,01-12-2018 20:23,02-12-2018 06:53,0.1,0.25,0,0.872,0.128,0.4199,0.1,0.25
1069039342230870000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:23,01-12-2018 20:23,02-12-2018 06:53,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069039429447280000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:23,01-12-2018 20:23,02-12-2018 06:53,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069039742015230000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:25,01-12-2018 20:25,02-12-2018 06:55,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069039898231940000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:25,01-12-2018 20:25,02-12-2018 06:55,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069040033775130000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:26,01-12-2018 20:26,02-12-2018 06:56,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069040198200120000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:26,01-12-2018 20:26,02-12-2018 06:56,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069040458331030000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:28,01-12-2018 20:28,02-12-2018 06:58,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069040731971440000,third launch of a single falcon thats going to be a record! goodluck ROCKETROCKETROCKET spacex falcon...,spacex,02-12-2018 01:29,01-12-2018 20:29,02-12-2018 06:59,-0.044642857,0.107142857,0,1,0,0,-0.044642857,0.107142857
1069040744755850000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:29,01-12-2018 20:29,02-12-2018 06:59,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069041006501400000,rt : l- day launch weather forecast for the spacex falcon launch of crs to the space station on tuesday - % no go weat...,spacex,02-12-2018 01:30,01-12-2018 20:30,02-12-2018 07:00,0,0,0.095,0.905,0,-0.296,0,0
1069041108565420000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:30,01-12-2018 20:30,02-12-2018 07:00,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069041119881770000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:30,01-12-2018 20:30,02-12-2018 07:00,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069041400518380000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:31,01-12-2018 20:31,02-12-2018 07:01,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069041522614510000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:32,01-12-2018 20:32,02-12-2018 07:02,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069042271683840000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:35,01-12-2018 20:35,02-12-2018 07:05,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069043115040720000,beautiful clear evening during remote cam setup at vandenberg the spaceflight sso-a: smallsat express mission is...,spacex,02-12-2018 01:38,01-12-2018 20:38,02-12-2018 07:08,0.283333333,0.527777778,0,0.683,0.317,0.7579,0.283333333,0.527777778
1069043431958300000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:39,01-12-2018 20:39,02-12-2018 07:09,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069043471787400000,rt : heading to lompoc along with just read the instructions nrc quest and tug pacific freedom incredible to imagine a thrice-flo...,spacex,02-12-2018 01:40,01-12-2018 20:40,02-12-2018 07:10,0.9,0.9,0,0.819,0.181,0.6369,0.9,0.9
1069043781922630000,rt : beautiful clear evening during remote cam setup at vandenberg the spaceflight sso-a: smallsat express mission is set to laun...,spacex,02-12-2018 01:41,01-12-2018 20:41,02-12-2018 07:11,0.283333333,0.527777778,0,0.735,0.265,0.7579,0.283333333,0.527777778
1069044010885340000,can i be among the list of first set of people visiting the red planet!? marsexploration spacex,spacex,02-12-2018 01:42,01-12-2018 20:42,02-12-2018 07:12,0.125,0.166666667,0,1,0,0,0.125,0.166666667
1069044472753750000,rt : beautiful clear evening during remote cam setup at vandenberg the spaceflight sso-a: smallsat express mission is set to laun...,spacex,02-12-2018 01:43,01-12-2018 20:43,02-12-2018 07:13,0.283333333,0.527777778,0,0.735,0.265,0.7579,0.283333333,0.527777778
1069044476092600000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:43,01-12-2018 20:43,02-12-2018 07:13,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069044600340400000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:44,01-12-2018 20:44,02-12-2018 07:14,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069044806746280000,rt : beautiful clear evening during remote cam setup at vandenberg the spaceflight sso-a: smallsat express mission is set to laun...,spacex,02-12-2018 01:45,01-12-2018 20:45,02-12-2018 07:15,0.283333333,0.527777778,0,0.735,0.265,0.7579,0.283333333,0.527777778
1069045533245750000,someone's gonna have to bake pizzas on mars and surely they'll need pizza ovens who gonna make ovens? HAPPY PERSON RAISING ONE HANDEMOJI MODIFIER FITZPATRICK TYPE-1-2ZERO WIDTH JOINERMALE SIGN[?]...,spacex,02-12-2018 01:48,01-12-2018 20:48,02-12-2018 07:18,0.65,0.944444444,0,0.778,0.222,0.8268,0.65,0.944444444
1069045864826610000,rt : the first booster to launch times the first booster to launch from all launch pads but no one is mentioning that ...,spacex,02-12-2018 01:49,01-12-2018 20:49,02-12-2018 07:19,0.25,0.333333333,0.113,0.887,0,-0.4215,0.25,0.333333333
1069046528726260000,hope all goes well for the fakerocketlaunch spacex WINKING FACE,spacex,02-12-2018 01:52,01-12-2018 20:52,02-12-2018 07:22,0,0,0,0.615,0.385,0.6124,0,0
1069046917156530000,rt : beautiful clear evening during remote cam setup at vandenberg the spaceflight sso-a: smallsat express mission is set to laun...,spacex,02-12-2018 01:53,01-12-2018 20:53,02-12-2018 07:23,0.283333333,0.527777778,0,0.735,0.265,0.7579,0.283333333,0.527777778
1069047513737560000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:56,01-12-2018 20:56,02-12-2018 07:26,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069048202060590000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 01:58,01-12-2018 20:58,02-12-2018 07:28,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069048835190790000,rt : spacex is launching a piece of trevor paglen's art into orbit art,spacex,02-12-2018 02:01,01-12-2018 21:01,02-12-2018 07:31,0,0,0,1,0,0,0,0
1069049284190840000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:03,01-12-2018 21:03,02-12-2018 07:33,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069049747325910000,rt : heading to lompoc along with just read the instructions nrc quest and tug pacific freedom incredible to imagine a thrice-flo...,spacex,02-12-2018 02:04,01-12-2018 21:04,02-12-2018 07:34,0.9,0.9,0,0.819,0.181,0.6369,0.9,0.9
1069049769442590000,rt : mondaymotivationREGIONAL INDICATOR SYMBOL LETTER UREGIONAL INDICATOR SYMBOL LETTER SEARTH GLOBE AMERICASROCKETkudos to nasa on marslandingCLAPPING HANDS SIGNTHUMBS UP SIGN BLACK RIGHTWARDS ARROW[?]nasainsight is first landing on mars in -years!![?],spacex,02-12-2018 02:05,01-12-2018 21:05,02-12-2018 07:35,0.111979167,0.383333333,0,1,0,0,0.111979167,0.383333333
1069050116286360000,rt : beautiful clear evening during remote cam setup at vandenberg the spaceflight sso-a: smallsat express mission is set to laun...,spacex,02-12-2018 02:06,01-12-2018 21:06,02-12-2018 07:36,0.283333333,0.527777778,0,0.735,0.265,0.7579,0.283333333,0.527777778
1069050421539410000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:07,01-12-2018 21:07,02-12-2018 07:37,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069050930149100000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:09,01-12-2018 21:09,02-12-2018 07:39,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069050949669280000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:09,01-12-2018 21:09,02-12-2018 07:39,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069051134952630000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:10,01-12-2018 21:10,02-12-2018 07:40,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069051197653480000,rt : l- day launch weather forecast for spacex falcon on crs for nasa - tuesday dec = % chance no go weather at ...,spacex,02-12-2018 02:10,01-12-2018 21:10,02-12-2018 07:40,0,0,0.095,0.819,0.086,-0.0516,0,0
1069051262627450000,rt : beautiful clear evening during remote cam setup at vandenberg the spaceflight sso-a: smallsat express mission is set to laun...,spacex,02-12-2018 02:10,01-12-2018 21:10,02-12-2018 07:40,0.283333333,0.527777778,0,0.735,0.265,0.7579,0.283333333,0.527777778
1069051339857000000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:11,01-12-2018 21:11,02-12-2018 07:41,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069051439270420000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:11,01-12-2018 21:11,02-12-2018 07:41,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069051583089030000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:12,01-12-2018 21:12,02-12-2018 07:42,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069051670812910000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:12,01-12-2018 21:12,02-12-2018 07:42,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069053234059170000,an interesting launch for spacex tomorrow - and you can watch it live!,spacex,02-12-2018 02:18,01-12-2018 21:18,02-12-2018 07:48,0.335227273,0.5,0,0.786,0.214,0.4574,0.335227273,0.5
1069053349599700000,rt : an interesting launch for spacex tomorrow - and you can watch it live!,spacex,02-12-2018 02:19,01-12-2018 21:19,02-12-2018 07:49,0.335227273,0.5,0,0.8,0.2,0.4574,0.335227273,0.5
1069054077429010000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:22,01-12-2018 21:22,02-12-2018 07:52,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069054296937780000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:23,01-12-2018 21:23,02-12-2018 07:53,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069054321868710000,falcon on the pad with the sso-a: smallsat express mission from california this will be...,spacex,02-12-2018 02:23,01-12-2018 21:23,02-12-2018 07:53,0,0,0,1,0,0,0,0
1069054951224090000,if it ain't boeing i ain't going well actually it's going to the spacex pad so i'll get in,spacex,02-12-2018 02:25,01-12-2018 21:25,02-12-2018 07:55,0,0.1,0.096,0.904,0,-0.2057,0,0.1
1069055180686050000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:26,01-12-2018 21:26,02-12-2018 07:56,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069055235484710000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:26,01-12-2018 21:26,02-12-2018 07:56,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069055256313630000,rt : starman and tesla roadster in space buy a high-quality art print here: click through and get inspi...,spacex,02-12-2018 02:26,01-12-2018 21:26,02-12-2018 07:56,0,0,0,1,0,0,0,0
1069055365357150000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:27,01-12-2018 21:27,02-12-2018 07:57,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069055553400380000,rt : an interesting launch for spacex tomorrow - and you can watch it live!,spacex,02-12-2018 02:28,01-12-2018 21:28,02-12-2018 07:58,0.335227273,0.5,0,0.8,0.2,0.4574,0.335227273,0.5
1069055954484890000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:29,01-12-2018 21:29,02-12-2018 07:59,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069056497462650000,rt : new space: expanded universe future alphan outpost using derelict alien city space conceptart anime film ...,spacex,02-12-2018 02:31,01-12-2018 21:31,02-12-2018 08:01,-0.037878788,0.443181818,0,1,0,0,-0.037878788,0.443181818
1069056901042900000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:33,01-12-2018 21:33,02-12-2018 08:03,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069057174125580000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:34,01-12-2018 21:34,02-12-2018 08:04,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069057698560460000,rt : an interesting launch for spacex tomorrow - and you can watch it live!,spacex,02-12-2018 02:36,01-12-2018 21:36,02-12-2018 08:06,0.335227273,0.5,0,0.8,0.2,0.4574,0.335227273,0.5
1069057706210840000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:36,01-12-2018 21:36,02-12-2018 08:06,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069057790545540000,rt : an interesting launch for spacex tomorrow - and you can watch it live!,spacex,02-12-2018 02:36,01-12-2018 21:36,02-12-2018 08:06,0.335227273,0.5,0,0.8,0.2,0.4574,0.335227273,0.5
1069058626185090000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:40,01-12-2018 21:40,02-12-2018 08:10,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069058954364310000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:41,01-12-2018 21:41,02-12-2018 08:11,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069059059884510000,rt : dear elon musk i am ready to work more than sustainable limit ie hours a week that upto to max of hour...,spacex,02-12-2018 02:41,01-12-2018 21:41,02-12-2018 08:11,0.35,0.5,0,0.788,0.212,0.6249,0.35,0.5
1069059439716550000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:43,01-12-2018 21:43,02-12-2018 08:13,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069059467809930000,dear elon musk i am ready to work more than sustainable limit ie hours a week that upto to max of...,spacex,02-12-2018 02:43,01-12-2018 21:43,02-12-2018 08:13,0.35,0.5,0,0.769,0.231,0.6249,0.35,0.5
1069059495421190000,after reusable rockets next challenge for spacex: recover obsolete spacejunk?,spacex,02-12-2018 02:43,01-12-2018 21:43,02-12-2018 08:13,0,0,0.191,0.696,0.113,-0.2263,0,0
1069059775441310000,rt : an interesting launch for spacex tomorrow - and you can watch it live!,spacex,02-12-2018 02:44,01-12-2018 21:44,02-12-2018 08:14,0.335227273,0.5,0,0.8,0.2,0.4574,0.335227273,0.5
1069059838729060000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:45,01-12-2018 21:45,02-12-2018 08:15,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069059921415680000,spaceflight sso-a: one or more photos have been added to album(s): pauline acalin - teslarati...,spacex,02-12-2018 02:45,01-12-2018 21:45,02-12-2018 08:15,0.5,0.5,0,1,0,0,0.5,0.5
1069060040227610000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:45,01-12-2018 21:45,02-12-2018 08:15,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069060042328920000,let's go! spacex f,spacex,02-12-2018 02:45,01-12-2018 21:45,02-12-2018 08:15,0,0,0,1,0,0,0,0
1069060362794880000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:47,01-12-2018 21:47,02-12-2018 08:17,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069060377831450000,rt : REGIONAL INDICATOR SYMBOL LETTER GREGIONAL INDICATOR SYMBOL LETTER Bbeing bad has never looked so good! REGIONAL INDICATOR SYMBOL LETTER EREGIONAL INDICATOR SYMBOL LETTER S!ser malo nunca se ha visto tan bien! starcitizen spacex ...,spacex,02-12-2018 02:47,01-12-2018 21:47,02-12-2018 08:17,0.15,0.633333333,0.082,0.753,0.165,0.545,0.15,0.633333333
1069060493753630000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:47,01-12-2018 21:47,02-12-2018 08:17,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069060711375120000,rt : new space: expanded universe future alphan outpost using derelict alien city space conceptart anime film ...,spacex,02-12-2018 02:48,01-12-2018 21:48,02-12-2018 08:18,-0.037878788,0.443181818,0,1,0,0,-0.037878788,0.443181818
1069060729758560000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:48,01-12-2018 21:48,02-12-2018 08:18,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069061277841010000,watch spacex attempt its wickedly complex satellite falcon launch | the mission dubbed sso-a is slated to li...,spacex,02-12-2018 02:50,01-12-2018 21:50,02-12-2018 08:20,-0.3,0.4,0.162,0.838,0,-0.4767,-0.3,0.4
1069061865970560000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:53,01-12-2018 21:53,02-12-2018 08:23,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069062671356570000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:56,01-12-2018 21:56,02-12-2018 08:26,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
1069063170256450000,few shots from camera setups today spacex's falcon ready to launch from vandenberg afb tomorrow with payload...,spacex,02-12-2018 02:58,01-12-2018 21:58,02-12-2018 08:28,0,0.3,0,0.865,0.135,0.3612,0,0.3
1069063344626240000,rt : this falcon is ready to launch and land for the third time tomorrow morning look at those scorched legs! ROCKET spacex,spacex,02-12-2018 02:58,01-12-2018 21:58,02-12-2018 08:28,0.1,0.25,0,0.883,0.117,0.4199,0.1,0.25
