Tweet ID , Tweet Retweet count , Tweet Fav count , Tweet Text , Tweet Date , Tweet Time , Tweet Sensitivity , Tweet Verified User , Tweet Followers count , Favorited , Retweeted
1065213359056970000,0,FALSE,gileadsciences $gild bidaskscore is downgraded to held,11/21/2018,12:00:30,FALSE,FALSE,172,FALSE,FALSE
1065334048615270000,0,FALSE,chart-bargain-trade: gilead sciences  this is my best trader stock the last trade was too high but now it looks li,11/21/2018,20:00:04,FALSE,FALSE,1935,FALSE,FALSE
1068380234599340000,0,FALSE,today photo booth at gilead sciences gileadsciences gilead bayareaphotobooth fostercityphotobooth,11/30/2018,5:44:32,FALSE,FALSE,31,FALSE,FALSE
1068567118256450000,4,FALSE,prep is expensive  but there programs around the country that help with the cost gileadsciences has a drug assis,11/30/2018,18:07:08,FALSE,FALSE,34,FALSE,FALSE
1068567214968720000,4,FALSE,rt @drnursej: prep is expensive  but there programs around the country that help with the cost gileadsciences has a drug assistance prog,11/30/2018,18:07:31,None,TRUE,23205,FALSE,FALSE
1068568857588110000,4,FALSE,rt @drnursej: prep is expensive  but there programs around the country that help with the cost gileadsciences has a drug assistance prog,11/30/2018,18:14:03,None,FALSE,643,FALSE,FALSE
1068571132012440000,4,FALSE,rt @drnursej: prep is expensive  but there programs around the country that help with the cost gileadsciences has a drug assistance prog,11/30/2018,18:23:05,None,FALSE,69,FALSE,FALSE
1068592877326990000,1,FALSE,gilead sciences (gild) is a sell for usnow at   and a hold for about the next  days  stockstowatch,11/30/2018,19:49:30,None,FALSE,64,FALSE,FALSE
1068730620044600000,1,FALSE,rt @thegoodlifenow: gilead sciences (gild) is a sell for usnow at   and a hold for about the next  days  stockstowatch inves,12/1/2018,4:56:50,None,FALSE,63,FALSE,FALSE
1068808122045730000,0,FALSE,diversityandinclusion transgirl hivpositive worldsids terencehigginstrust thtsohooutreach gileadsciences,12/1/2018,10:04:48,FALSE,FALSE,368,FALSE,FALSE
1069001377207190000,0,FALSE,@goreokingof @gileadsciences so is dependency on poisons that big pharm like gileadsciences feeds the masses,12/1/2018,22:52:44,None,FALSE,1921,FALSE,FALSE
1069032653616270000,0,FALSE,@gileadsciences @donovanbrittain  gileadsciences supporting world aids day in lansing  mi with sisters from,12/2/2018,0:57:00,FALSE,FALSE,166,FALSE,FALSE
1069601770245090000,0,FALSE,stunning:  months after supreme court sought govts views in false claims act (fca) case accusing gileadsciences,12/3/2018,14:38:28,FALSE,FALSE,1957,FALSE,FALSE
1070045175454550000,0,FALSE,gileadsciences $gild bidaskscore is upgraded to bought,12/4/2018,20:00:24,FALSE,FALSE,170,FALSE,FALSE
1072151257266180000,0,FALSE,gilead sciences inc (nasdaq: gild) announces daniel oday ceo of the company! gilead gileadsciences gild',12/10/2018,15:29:13,FALSE,FALSE,116,FALSE,FALSE
1072152245104440000,0,FALSE,gilead sciences announces daniel oday as chairman and ceo boardofdirectors  ceo  chiefexecutiveofficer ',12/10/2018,15:33:09,FALSE,FALSE,56125,FALSE,FALSE
1073271816494500000,0,FALSE,gileadsciences has launched an ambassador program for blackwomen hiv,12/13/2018,17:41:56,FALSE,FALSE,3557,FALSE,FALSE
