Tweet ID , Tweet Retweet count , Tweet Fav count , Tweet Text , Tweet Date , Tweet Time , Tweet Sensitivity , Tweet Verified User , Tweet Followers count , Favorited , Retweeted
1.06832E+18,1,FALSE,rt @calloutcompany: @mannyslater @comcastcares @mannyslater if youre stuck and @comcast isn't doing anything  try filing with the fcc: ht',11/30/2018,1:58:27,None,FALSE,3301,FALSE,FALSE
1.06832E+18,2,FALSE,rt @pholcos: comcast fraud is widespread they first stop your services  then they send their techs to your house to fix it and then they,11/30/2018,1:58:40,None,FALSE,3301,FALSE,FALSE
1.06832E+18,1,FALSE,rt @isajairedd: today is my anniversary im spending it on the phone arguing with comcast [x][x][x][x]',11/30/2018,1:59:08,None,FALSE,3301,FALSE,FALSE
1.06832E+18,1,FALSE,rt @calloutcompany: @holliemcbrit @comcastcares @comcast the nice thing about the fcc complaint is that comcast is required to respond by,11/30/2018,1:59:31,None,FALSE,3301,FALSE,FALSE
1.06833E+18,0,FALSE,hey pelosi and schumer just stop trying to destroy the middleclass and instead investigate comcast  fcc need,11/30/2018,2:11:26,None,FALSE,3301,FALSE,FALSE
1.06833E+18,3,FALSE,rt @drjimmystar: lisa wilcox @lisawilcox | @drjimmystar @ronrussellshow roku comcast  via @youtube,11/30/2018,2:22:28,FALSE,FALSE,3463,FALSE,FALSE
1.06834E+18,0,FALSE,hubbys christmas party is at @broncos stadium at mile high! may not be a game but so stoked to finally go hang out! thank you comcast',11/30/2018,2:52:42,None,FALSE,108,FALSE,FALSE
1.06834E+18,0,FALSE,is comcast throttling netflix again? i got a m connection and i cant watch my bojack stories',11/30/2018,3:14:33,None,FALSE,259,FALSE,FALSE
1.06835E+18,0,FALSE,tomwheeler: stop comcasts growing monopolistic stranglehold on the telecomindustry - pls sign the petition r',11/30/2018,3:34:41,FALSE,FALSE,1288,FALSE,FALSE
1.06836E+18,0,FALSE,netflix hates disney  disney hates comcast  everybody hates comcast circle of hate complete daredevil marvel,11/30/2018,4:26:30,FALSE,FALSE,2668,FALSE,FALSE
1.06836E+18,2,FALSE,rt @vickynguyentv: the mothership nbcuniversal comcast,11/30/2018,4:33:57,FALSE,FALSE,1454,FALSE,FALSE
1.06836E+18,3,FALSE,rt @drjimmystar: lisa wilcox @lisawilcox | @drjimmystar @ronrussellshow roku comcast  via @youtube,11/30/2018,4:43:58,FALSE,TRUE,416970,FALSE,FALSE
1.06837E+18,3,FALSE,rt @drjimmystar: lisa wilcox @lisawilcox | @drjimmystar @ronrussellshow roku comcast  via @youtube,11/30/2018,4:49:09,FALSE,FALSE,904,FALSE,FALSE
1.06837E+18,0,FALSE,i gives an eff that dish network will not air king or kong tv on the air!!!! comcast trippen,11/30/2018,5:03:36,None,FALSE,154,FALSE,FALSE
1.06839E+18,0,FALSE,@comcast @xfinity @comcastcares datacaps are immoral and just wrong comcast xfinity netneutrality,11/30/2018,6:19:47,None,FALSE,9,FALSE,FALSE
1.06839E+18,0,FALSE,@comcast how much longer for my cable and internet to work three hours not enough [pouting face]xfinity comcast,11/30/2018,6:22:34,None,FALSE,1,FALSE,FALSE
1.06841E+18,0,FALSE,all the money they make and they cant keep the games on smh unreal comcast',11/30/2018,8:01:46,FALSE,FALSE,91,FALSE,FALSE
1.06842E+18,0,FALSE,how many times in a week must i lose internet/wifi @xfinity @comcast xfinity comcast ridiculous getittogether itsnotmeitsyou nonsense,11/30/2018,8:26:06,None,FALSE,22,FALSE,FALSE
1.06849E+18,0,FALSE,@kamalaharris @emolclause comcast never suggests msnbc to me even though i watch it every day instead it suggest,11/30/2018,12:56:52,None,FALSE,179,FALSE,FALSE
1.06849E+18,0,FALSE,sorry but i dont pay $+ a month for this kind of low quality customer service disappointed comcast comcastcable',11/30/2018,13:05:07,None,FALSE,19,FALSE,FALSE
1.0685E+18,3,FALSE,@comcast @comcastcares how many calls does a loyal customer need to make before the down line in the driveway is fi,11/30/2018,13:46:41,FALSE,FALSE,221,FALSE,FALSE
1.06851E+18,0,FALSE,in case you ever  for a second  thought your internet provider isnt tracking your every move on your computer at h',11/30/2018,14:13:08,FALSE,TRUE,8306,FALSE,FALSE
1.06852E+18,0,FALSE,why does comcast give you a service window if they are not going to honor it?? customerservice xfinity @comcast,11/30/2018,14:54:55,None,FALSE,1965,FALSE,FALSE
1.06853E+18,0,FALSE,comcast comcast the worst customer service cable provider in the country seems to think they can commit fraud and,11/30/2018,15:32:21,None,FALSE,11,FALSE,FALSE
