Tweet ID , Tweet Retweet count , Tweet Fav count , Tweet Text , Tweet Date , Tweet Time , Tweet Sensitivity , Tweet Verified User , Tweet Followers count , Favorited , Retweeted
1076990845499270000,0,FALSE,with an extra-large white board  annotation tools  and a brilliant video conferencing experience its perfect for o',24-12-2018,00:00:01,FALSE,FALSE,847,FALSE,FALSE
1076993950437850000,0,FALSE,got $? get the bridge company directory for your employees self service communication in a friendly web interfa,24-12-2018,00:12:22,FALSE,FALSE,738,FALSE,FALSE
1076994154457190000,0,FALSE,rt ndbridge got $? get the bridge company directory for your employees self service communication in a friendl,24-12-2018,00:13:10,FALSE,FALSE,11,FALSE,FALSE
1076995411494250000,5,FALSE,rt : it is growing certifications are changing so  were looking back on some of the gains made in ',24-12-2018,00:18:10,None,FALSE,131,FALSE,FALSE
1076997562115280000,48,FALSE,rt : python  network automation is here! learn how to automate your networks with gns! get for only $,24-12-2018,00:26:43,FALSE,FALSE,184,FALSE,FALSE
1076997639005190000,48,FALSE,rt : python  network automation is here! learn how to automate your networks with gns! get for only $,24-12-2018,00:27:01,FALSE,FALSE,326,FALSE,FALSE
1076998501257610000,0,FALSE,where has wireless evolved in the last  years? find the answers in our blog post: the sixth generation of wi-fi,24-12-2018,00:30:27,FALSE,FALSE,88,FALSE,FALSE
1076998675333690000,0,FALSE,is seeking senior embedded platform engineers in san jose  ca please view/apply via:,24-12-2018,00:31:08,FALSE,FALSE,142,FALSE,FALSE
1077003678358420000,13,FALSE,rt : cisco google find mutual interest in cloudcomputing networking iaas paas saas cloud,24-12-2018,00:51:01,FALSE,FALSE,7244,FALSE,FALSE
1077003854481440000,35,FALSE,rt : ) skolkovo is the real russiarussiarussia silicon valley did not slow downit moved to russia skolkovo partner l,24-12-2018,00:51:43,None,FALSE,55,FALSE,FALSE
1077004602082500000,1,FALSE,are you interested in going to cisco live and need help convincing your boss? check out how you can do that here!,24-12-2018,00:54:41,FALSE,FALSE,6,FALSE,FALSE
1077005285179440000,0,FALSE,become a cyber security analyst with dci at our locations throughout connecticut! train for comptia  microsoft and,24-12-2018,00:57:24,FALSE,FALSE,1340,FALSE,FALSE
1077005996130740000,0,FALSE,cisco is unifying its security and software-defined wide area network (sd-wan) technologies to help organizations,24-12-2018,01:00:13,FALSE,FALSE,312,FALSE,FALSE
1077006681299730000,1,FALSE,rt : are you interested in going to cisco live and need help convincing your boss? check out how you can do that here! ciscoce,24-12-2018,01:02:57,None,FALSE,8342,FALSE,FALSE
1077007907634510000,0,FALSE,the latest what cmos are sharing today cmo! thanks to pressfreedom cisco,24-12-2018,01:07:49,FALSE,FALSE,6149,FALSE,FALSE
1077010079512250000,0,FALSE,what is ccie certification salary? because ccies training fee exam fee is thousands just sharing the ccie secu',24-12-2018,01:16:27,FALSE,FALSE,1,FALSE,FALSE
1077011812288290000,0,FALSE,cisco asa is affacted by a privilege escalation flaw patch it now! cisco,24-12-2018,01:23:20,FALSE,FALSE,20,FALSE,FALSE
1077022470367000000,0,FALSE,cisco ccna / icnd (-) complete course: sims and gns [white right pointing index] cisco ccna,24-12-2018,02:05:41,FALSE,FALSE,101,FALSE,FALSE
1077022569277060000,1,FALSE,check out cisco cab-stack-m -- stackwise  meter stacking cable cisco via,24-12-2018,02:06:05,FALSE,FALSE,670,FALSE,FALSE
1077023013965480000,1,FALSE,and what exactly does apple microsoft ibm oracle cisco do? are they not the leade,24-12-2018,02:07:51,None,FALSE,1272,FALSE,FALSE
1077023319344510000,0,FALSE,check out cisco cp-g unified ip phone  voip phone  sccp new cisco via,24-12-2018,02:09:04,FALSE,FALSE,670,FALSE,FALSE
1077024214756950000,5,FALSE,rt : it is growing certifications are changing so  were looking back on some of the gains made in ',24-12-2018,02:12:37,None,FALSE,44,FALSE,FALSE
1077031344448960000,2,FALSE,rt : merry christmas and a great start in  to all friends  colleagues  partners and customers may  be blessed for all o,24-12-2018,02:40:57,None,FALSE,1252,FALSE,FALSE
1077033455173560000,0,FALSE,this is how we roll at cisco happy holidays! switchmas,24-12-2018,02:49:20,FALSE,FALSE,487,FALSE,FALSE
1077036147849620000,0,FALSE,networking challenges and opportunities career opportunities in networking and cisco courses  next steps for you in,24-12-2018,03:00:02,FALSE,FALSE,1,FALSE,FALSE
1077036247351200000,0,FALSE,a handy foolproof guide providing an overview of ingram micro and ciscos security solution suite increasing your',24-12-2018,03:00:26,FALSE,FALSE,185,FALSE,FALSE
1077053792703730000,0,FALSE,dont miss out on any of our upcoming  free webinars focused on planning and designing collaboration video networ',24-12-2018,04:10:09,FALSE,FALSE,50,FALSE,FALSE
1077060381481280000,0,FALSE,ccna identify - trunk interfaces | cliwarriors ccent ccna cisco networkengineer geek gns eveng lan,24-12-2018,04:36:20,FALSE,FALSE,1,FALSE,FALSE
1077062471679160000,0,FALSE,learn about the various cisco security training and certification options that can help kick start or develop you,24-12-2018,04:44:38,FALSE,FALSE,50,FALSE,FALSE
1077065361219030000,1,FALSE,thank you jaykrishna  sushmitha  thilak  manesh for your generous donation via vmware vmwarelife,24-12-2018,04:56:07,FALSE,FALSE,2055,FALSE,FALSE
1077066223534380000,0,FALSE,patch it now! infosec cisco security,24-12-2018,04:59:33,FALSE,FALSE,839,FALSE,FALSE
1077068956614050000,3,FALSE,rt : westside seo develops | implements | supports technology solutions based on unique user requirements redhat javascript ,24-12-2018,05:10:24,None,FALSE,4371,FALSE,FALSE
1077071027543430000,1,FALSE,rt : thank you jaykrishna  sushmitha  thilak  manesh for your generous donation via vmware vmwarelife vmwareindi,24-12-2018,05:18:38,None,FALSE,1392,FALSE,FALSE
1077077005714240000,24,FALSE,rt : techmahindra  cisco launch digital experience center in bengaluru stpiindia,24-12-2018,05:42:23,FALSE,FALSE,143,FALSE,FALSE
