Tweet ID , Tweet Retweet count , Tweet Fav count , Tweet Text , Tweet Date , Tweet Time , Tweet Sensitivity , Tweet Verified User , Tweet Followers count , Favorited , Retweeted
1077027472632250000,0,False,wiiiiii! thank you starbucks planner,2018-12-24,02:25:34,False,False,80,False,False
1077027899830620000,1258,False,rt @liangji: please help me find this gentleman oregon woodburnoregon starbucks portland,2018-12-24,02:27:16,False,False,0,False,False
1077028660476080000,0,False,vigilante justice in starbeans thriller conspiracy - read free! indieauthors writing starbucks,2018-12-24,02:30:17,False,False,6927,False,False
1077028738070530000,0,False,'【today''s cafe】  「starbacks」  starbucks ホリデーシーズン 素敵なクリスマスイブを',2018-12-24,02:30:36,False,False,7,False,False
1077030761721710000,0,False,do you like frappuccino ?!  yes  i like !!! starbucks frappuccino vanilla em internacional shopping,2018-12-24,02:38:38,False,False,93,False,False
1077030855179210000,0,False,enter to win a starbucks $ gift card! w/ @conservamome open to us can win giveaway @conservamome //thriftyni…,2018-12-24,02:39:00,None,False,611,False,False
1077030878776310000,0,False,'singleladys i''m in starbucks surrounded by singlemen y''all better apply for a job at starbuckscoffee cause that…',2018-12-24,02:39:06,False,False,448,False,False
1077031805948170000,0,False,am i basic yet?? starbucks basic,2018-12-24,02:42:47,False,False,11,False,False
1077032300544750000,4,False,rt @veganstrongorg: starbucks sets the record straight on its mocha sauce and vegans will be very  very happy about it!  veganstrong vega…,2018-12-24,02:44:45,None,False,10681,False,False
1077032422137570000,1258,False,rt @liangji: please help me find this gentleman oregon woodburnoregon starbucks portland,2018-12-24,02:45:14,False,False,0,False,False
1077032502710150000,1258,False,rt @liangji: please help me find this gentleman oregon woodburnoregon starbucks portland,2018-12-24,02:45:33,False,False,0,False,False
1077032746818720000,1258,False,rt @liangji: please help me find this gentleman oregon woodburnoregon starbucks portland,2018-12-24,02:46:31,False,False,1,False,False
1077033613546460000,1258,False,rt @liangji: please help me find this gentleman oregon woodburnoregon starbucks portland,2018-12-24,02:49:58,False,False,0,False,False
1077033816659840000,0,False,check out thriftedfinds friends gifted me taking my thrillofthrifttip to heart :heart_with_ribbon: :smiling_face_with_heart-eyes: 🥰 and goodwill starbucks g…,2018-12-24,02:50:46,False,False,25,False,False
1077035057137670000,0,False,'i''m sure that the whole dogstar band  didn''t ever be as cool as this guy  in interviews with @bbcr…',2018-12-24,02:55:42,False,False,211,False,False
1077037087680010000,0,False,since hubby wants to drive a few more hours got him a caramel cappuccino me a berry hibiscus refresher from…,2018-12-24,03:03:46,False,False,3868,False,False
1077037474873070000,0,False,gonna be a basic stream tonight with my peppermint mocha frappacino!!! starbucks fortnite twitch stream live at,2018-12-24,03:05:19,False,False,522,False,False
1077037487611170000,0,False,don’t go to starbucks at :  when they close at pm they will make you terrible drinks starbucks,2018-12-24,03:05:22,False,False,1,False,False
1077038746279780000,0,False,my @starbucks inspired christmas tree complete with glowing starbucks  coffee cups!,2018-12-24,03:10:22,False,False,23,False,False
1077039597975000000,1258,False,rt @liangji: please help me find this gentleman oregon woodburnoregon starbucks portland,2018-12-24,03:13:45,False,False,1,False,False
1077039662290500000,1258,False,rt @liangji: please help me find this gentleman oregon woodburnoregon starbucks portland,2018-12-24,03:14:00,False,False,0,False,False
1077039906549950000,0,False,the best companion  @starbucks while waiting for my flight back to malaysia with @malindoair  bassist assabil…,2018-12-24,03:14:58,False,False,9,False,False
1077040896154120000,1,False,starbucks grows delivery through uber eats and alibaba partnerships - retail touchpoints,2018-12-24,03:18:54,False,False,2058,False,False
1077041228460500000,1,False,vlogmas day  is now up on the channel! sharing some highlights from @wildcattrish husband getting us all pumped u…,2018-12-24,03:20:13,False,False,44,False,False
1077041571252620000,0,False,moveeeeee people i want my coffee:weary_face: ineedmorecoffee christmasslights starbucks @ river oaks shopping center,2018-12-24,03:21:35,False,False,2,False,False
1077041831970590000,1,False,rt @bigbludebutante: vlogmas day  is now up on the channel! sharing some highlights from @wildcattrish husband getting us all pumped up b…,2018-12-24,03:22:37,None,False,599,False,False
1077043175347370000,0,False,was it you that i saw?  sales salescoach hiring businesswoman dubai businessman permissiongranted…,2018-12-24,03:27:58,False,False,36,False,False
1077043480734580000,0,False,@malaysiakini those pas youths better not visit their newly open kelantan starbucks cafe cuz enjoying their xmas d…,2018-12-24,03:29:10,None,False,96,False,False
