TSLA,Tesla Inc ,2017-11-16,Tesla to unveil electric big-rig truck in midst of Model 3 factory 'hell' ,SAN FRANCISCO  Nov 16 Tesla Inc on Thursday will unveil a prototype electric big-rig truck  which may be able to drive itself  throwing the company into a new market even as it struggles to roll out an affordable sedan which is central to the company's future.,topStory
INTC,Intel Corporation,2017-11-16,BRIEF-Intel to redeem 2.95% junior subordinated convertible debentures due 2035 ,* Intel to redeem 2.95% junior subordinated convertible debentures due 2035 Source text for Eikon: Further company coverage: (Bengaluru Newsroom: +1 646 223 8780),topStory
QCOM,QUALCOMM Incorporated,2017-11-16,Qualcomm could win EU approval for NXP by end of year: Bloomberg ,U.S. smartphone chipmaker Qualcomm Inc  may win European Union approval for its bid to acquire NXP Semiconductors NV  by the end of the year  Bloomberg reported on Thursday  citing people familiar with the matter.,topStory
QCOM,QUALCOMM Incorporated,2017-11-16,Qualcomm could win EU approval for NXP by end of year - Bbg ,Nov 16 U.S. smartphone chipmaker Qualcomm Inc may win European Union approval for its bid to acquire NXP Semiconductors NV by the end of the year  Bloomberg reported on Thursday  citing people familiar with the matter.,normal
CSCO,Cisco Systems Inc,2017-11-16,US STOCKS-Wall St rallies powered by Cisco  Walmart; House tax vote supports ,* Dow up 0.8 pct  S&P 500 up 0.82 pct  Nasdaq up 1.30 pct (Updates to close),topStory
CSCO,Cisco Systems Inc,2017-11-16,US STOCKS-Wall St gains powered by Cisco  Walmart; tax passage supports ,* Dow up 0.83 pct  S&P 500 up 0.86 pct  Nasdaq up 1.38 pct (Updates prices  adds tax bill vote  changes comment  byline),normal
CSCO,Cisco Systems Inc,2017-11-16,US STOCKS-Gains in Wal-Mart  Cisco lift Wall Street ,* Indexes up: Dow 0.77 pct  S&P 0.76 pct  Nasdaq 1.17 pct (Changes comment  updates prices  adds details on tax plan),normal
CSCO,Cisco Systems Inc,2017-11-16,US STOCKS-Wall St recovers on strong Wal-Mart  Cisco earnings ,* Indexes up: Dow 0.55 pct  S&P 0.44 pct  Nasdaq 0.72 pct (Updates to open),normal
CSCO,Cisco Systems Inc,2017-11-16,US STOCKS SNAPSHOT-Wall St opens higher after strong Wal-Mart  Cisco earnings ,Nov 16 U.S. stocks indexes opened higher on Thursday after two days of losses  driven by strong earnings from Wal-Mart and Cisco.,normal
CSCO,Cisco Systems Inc,2017-11-16,US STOCKS-Wall St set to rebound on strong Wal-Mart  Cisco earnings ,* Futures up: Dow 68 pts  S&P 7.75 pts  Nasdaq 26 pts (Adds comment  details  updates prices),normal
CSCO,Cisco Systems Inc,2017-11-16,GLOBAL MARKETS-Europe's longest stocks sell-off of the year abates ,* Nikkei rallies on bargain-hunting after 6-day losing streak,normal
